Company_ID,Legal_Entity_Name,PAN_Number,Financial_Year,Quarter,Customer_ID,Customer_Name,TAN_Number,Invoice_Number,Invoice_Date,Invoice_Amount,GST_Amount,Payment_Date,Gross_Payment,Payment_Method,Bank_Name,Bank_Account_Number,Receipt_Reference,TDS_Applicable,TDS_Section,TDS_Rate,TDS_Deducted,Form26AS_Credit,AIS_Credit,Difference_Amount,Credit_Status,Compliance_Status,Evidence_Status,Risk_Score,Narration
482,Kazu,LMNO9012Q,2020,Q1,482,Carolee Coventry,LMNO90123Q,INV-2020-000456,3/12/2020,4178.95,783.57,9/22/2021,9950.78,Cheque,Divavu,5713884176,UTR250401000123,true,194IA,6.46,837.01,499.82,277.04,-360.8,Matched,Compliant,Ready,10,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
483,Jabberbean,ABCDE1234F,2020,Q2,483,Orlando Izzett,ABCD12345E,INV-2020-000456,4/16/2020,5622.52,912.86,5/17/2020,8555.25,Bank Transfer,Quinu,7869102468,UTR250401000123,false,194C,2.38,258.48,403.45,46.51,-121.72,Missing Credit,Needs Review,Ready,3,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
484,Divanoodle,ABCDE1234F,2021,Q4,484,Vitia Jimson,ABCD12345E,INV-2021-000789,11/1/2021,7245.23,418.62,4/8/2021,5554.31,Credit Card,Thoughtmix,8504885819,TXN250401000123,true,194J,8.74,215.75,60.27,232.11,133.52,Missing Credit,Needs Review,Missing,5,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
485,Fatz,LMNO9012Q,2021,Q2,485,Agata Beert,WXYZ67890P,INV-2020-000456,6/28/2020,3327.53,610.02,11/19/2020,6089.0,Cheque,Omba,5048388490,UTR250401000123,true,194J,2.96,650.13,159.37,136.54,-380.82,Missing Credit,Compliant,Ready,4,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
486,Avavee,ABCDE1234F,2020,Q1,486,Fanya Arunowicz,LMNO90123Q,INV-2021-000789,6/2/2020,9139.57,869.89,12/24/2021,3229.07,Cheque,Voonte,1584323255,TXN250401000123,false,194J,8.11,524.05,329.59,90.99,-472.07,Matched,Compliant,Missing,4,Duis aliquam convallis nunc.
487,Zoomlounge,ABCDE1234F,2020,Q4,487,Isidore Lewis,LMNO90123Q,INV-2020-000456,6/11/2020,5367.97,180.01,2/12/2021,8065.47,Bank Transfer,Jabbersphere,9894874108,UTR250402000456,true,194IA,4.24,790.74,215.79,71.41,-24.63,Matched,Compliant,Missing,2,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
488,Yodoo,XYZW5678P,2021,Q3,488,Oralee Leavry,WXYZ67890P,INV-2020-000456,10/7/2021,2878.07,647.48,10/4/2021,9087.21,Credit Card,Blogspan,7085843756,UTR250401000123,false,194J,5.49,334.73,105.97,214.99,-292.98,Missing Credit,Needs Review,Ready,4,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi."
489,Dynazzy,ABCDE1234F,2020,Q1,489,Eunice Crosetti,LMNO90123Q,INV-2020-000456,10/6/2020,8623.94,547.24,4/1/2021,8913.33,Bank Transfer,Brainsphere,1631919717,UTR250401000123,true,194J,5.88,733.94,194.2,325.22,6.33,Matched,Escalated,Partial,8,In hac habitasse platea dictumst.
490,Babblestorm,LMNO9012Q,2020,Q2,490,Kalindi Tandey,WXYZ67890P,INV-2020-000456,6/14/2021,6401.04,799.57,2/18/2021,5538.64,Bank Transfer,Jazzy,3654562622,UTR250402000456,false,194IA,3.81,918.58,494.73,485.15,-374.78,Matched,Compliant,Missing,7,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
491,Wikido,LMNO9012Q,2020,Q2,491,Alika Clemitt,ABCD12345E,INV-2020-000123,1/6/2020,3579.63,451.08,3/2/2020,1212.92,Bank Transfer,Wordpedia,2188530557,UTR250401000123,true,194C,7.38,939.67,270.6,443.76,-338.79,Matched,Compliant,Ready,2,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus."
492,Jabbersphere,LMNO9012Q,2020,Q3,492,Jameson Nutt,ABCD12345E,INV-2021-000789,6/7/2020,7242.92,125.82,4/1/2021,3460.29,Credit Card,Kayveo,5806875008,UTR250401000123,false,194J,9.57,410.43,426.15,276.08,412.32,Matched,Compliant,Missing,9,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
493,Skinte,LMNO9012Q,2020,Q2,493,Brian Gerrad,LMNO90123Q,INV-2020-000123,6/14/2021,4650.37,909.37,8/27/2020,7772.44,Cheque,Skippad,6713727111,UTR250401000123,false,194C,6.62,361.85,325.99,463.9,-355.85,Missing Credit,Compliant,Missing,2,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
494,Voonte,LMNO9012Q,2020,Q1,494,Willi Hallick,WXYZ67890P,INV-2021-000789,2/18/2021,5900.31,442.07,10/6/2021,2497.54,Credit Card,Snaptags,1493655642,UTR250401000123,true,194J,8.29,448.2,35.19,169.25,139.74,Section Mismatch,Compliant,Partial,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
495,Jamia,XYZW5678P,2021,Q1,495,Saunderson Mosey,ABCD12345E,INV-2021-000789,1/8/2020,4354.25,502.97,6/22/2021,5108.7,Cheque,Dynabox,7705316330,UTR250402000456,true,194IA,1.58,607.28,304.51,111.17,233.25,Missing Credit,Compliant,Missing,2,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna."
496,Gabcube,LMNO9012Q,2021,Q1,496,Dael Restieaux,WXYZ67890P,INV-2020-000456,4/3/2020,7819.42,797.68,8/13/2021,5097.86,Cheque,InnoZ,7272521906,UTR250401000123,false,194J,9.81,773.03,355.77,433.11,280.12,Section Mismatch,Needs Review,Missing,1,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
497,Photospace,ABCDE1234F,2020,Q3,497,Danie Owthwaite,LMNO90123Q,INV-2021-000789,6/24/2021,1836.02,217.04,2/24/2021,1687.44,Bank Transfer,Jabberbean,3037849955,UTR250402000456,false,194IA,1.36,362.39,236.85,115.18,-19.66,Missing Credit,Compliant,Missing,2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
498,Twitterwire,LMNO9012Q,2021,Q2,498,Baily Schoffler,ABCD12345E,INV-2020-000456,1/10/2020,7004.32,527.67,3/1/2021,7088.81,Cheque,Zoonder,4934979046,UTR250401000123,false,194C,2.86,749.86,402.74,30.8,-158.31,Section Mismatch,Escalated,Partial,2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
499,Topdrive,LMNO9012Q,2020,Q4,499,Klemens Donat,LMNO90123Q,INV-2020-000456,11/2/2020,1580.39,750.19,6/28/2020,4679.18,Cheque,Twitterbridge,7194050131,UTR250401000123,false,194IA,8.51,162.44,175.07,21.14,-192.42,Matched,Escalated,Missing,8,Suspendisse potenti.
500,Feedfire,LMNO9012Q,2021,Q4,500,Clarey Eykelbosch,WXYZ67890P,INV-2020-000456,11/23/2020,1376.46,249.8,10/9/2020,2852.3,Bank Transfer,Brightdog,5939054682,UTR250401000123,true,194IA,9.45,763.5,126.32,157.06,87.4,Section Mismatch,Compliant,Missing,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
501,Zoomcast,ABCDE1234F,2020,Q4,501,Lucretia Reedyhough,LMNO90123Q,INV-2020-000456,7/9/2020,7224.29,590.13,6/28/2021,6453.45,Bank Transfer,Quaxo,1668224835,UTR250401000123,true,194IA,9.99,716.98,217.55,206.89,-396.81,Matched,Compliant,Partial,2,In congue. Etiam justo. Etiam pretium iaculis justo.
502,Jetwire,LMNO9012Q,2021,Q2,502,Sawyere Bohlje,LMNO90123Q,INV-2020-000123,6/15/2021,8465.48,873.71,7/12/2020,4466.31,Credit Card,JumpXS,4172043700,TXN250401000123,true,194C,3.76,202.41,312.0,179.95,-306.91,Missing Credit,Compliant,Missing,8,Nulla facilisi.
503,Jabbersphere,XYZW5678P,2020,Q1,503,Hetti Bengal,WXYZ67890P,INV-2020-000456,11/29/2020,4378.27,891.88,6/30/2021,2827.7,Credit Card,Kwinu,4890568543,TXN250401000123,false,194C,4.45,828.9,125.25,369.3,189.82,Section Mismatch,Needs Review,Missing,6,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
504,Flashset,ABCDE1234F,2020,Q1,504,Gnni O'Corrane,LMNO90123Q,INV-2020-000456,1/18/2020,8094.02,553.98,1/7/2021,2196.38,Credit Card,Tanoodle,5885107847,UTR250402000456,true,194IA,5.66,839.06,427.02,67.36,275.84,Section Mismatch,Escalated,Ready,10,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis."
505,Lajo,XYZW5678P,2020,Q3,505,Cornelle Edess,LMNO90123Q,INV-2021-000789,7/11/2020,5489.09,641.45,6/4/2021,5415.51,Bank Transfer,Oozz,7034906723,TXN250401000123,true,194C,5.66,291.75,394.54,434.92,-252.75,Section Mismatch,Needs Review,Ready,7,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
506,Yamia,ABCDE1234F,2021,Q4,506,Helena Maxfield,LMNO90123Q,INV-2020-000456,12/4/2021,4281.89,593.68,3/7/2020,6047.23,Cheque,Oyoyo,9815953882,TXN250401000123,true,194J,6.27,341.46,424.87,82.16,128.98,Matched,Escalated,Missing,4,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
507,Skinte,LMNO9012Q,2020,Q2,507,Sharity Pedder,WXYZ67890P,INV-2020-000456,11/4/2020,2036.24,566.4,5/15/2020,8160.31,Credit Card,Eazzy,1962038404,UTR250401000123,true,194C,2.68,892.71,492.19,332.27,31.69,Matched,Compliant,Missing,5,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
508,Kimia,LMNO9012Q,2020,Q3,508,Shelby Binns,WXYZ67890P,INV-2020-000123,9/28/2020,4873.32,852.08,3/23/2021,7371.08,Cheque,Jaxnation,3449843174,UTR250401000123,false,194J,4.47,364.24,382.41,225.95,9.5,Section Mismatch,Escalated,Partial,2,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
509,Gigaclub,LMNO9012Q,2021,Q2,509,Sauveur Langmuir,LMNO90123Q,INV-2020-000456,4/23/2020,3310.3,493.88,1/21/2021,7450.14,Credit Card,Gigazoom,5983602372,TXN250401000123,true,194C,7.78,664.34,100.3,33.74,-13.86,Section Mismatch,Needs Review,Missing,8,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
510,Topdrive,LMNO9012Q,2020,Q1,510,Pacorro Minet,WXYZ67890P,INV-2020-000123,1/15/2020,3339.01,987.31,12/21/2021,5081.13,Credit Card,Buzzbean,5091669201,TXN250401000123,true,194C,3.64,582.67,144.92,30.15,395.85,Missing Credit,Needs Review,Partial,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
511,Bluejam,ABCDE1234F,2020,Q2,511,Whitney Haselup,ABCD12345E,INV-2021-000789,10/4/2020,7320.79,900.64,12/22/2020,3088.62,Bank Transfer,BlogXS,2313199602,UTR250402000456,false,194IA,5.43,224.2,126.91,215.72,-298.78,Section Mismatch,Escalated,Partial,3,Ut tellus. Nulla ut erat id mauris vulputate elementum.
512,Kazio,XYZW5678P,2021,Q4,512,Forest Purple,WXYZ67890P,INV-2020-000123,5/28/2021,7813.68,924.7,4/9/2021,6032.98,Credit Card,Muxo,8743988748,TXN250401000123,false,194J,1.49,657.09,467.31,249.86,209.72,Matched,Needs Review,Ready,6,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
513,Topicstorm,ABCDE1234F,2020,Q2,513,Rodger Verdie,ABCD12345E,INV-2021-000789,11/9/2021,3671.26,111.48,3/27/2020,3365.52,Cheque,Vinte,2298109761,UTR250401000123,true,194C,1.33,748.89,294.14,5.35,108.5,Missing Credit,Escalated,Missing,7,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
514,Buzzshare,ABCDE1234F,2020,Q4,514,Clio Pillifant,WXYZ67890P,INV-2020-000123,6/11/2021,5201.16,844.87,11/1/2020,3840.03,Credit Card,Bluejam,8364590413,UTR250401000123,true,194J,1.9,628.66,332.38,136.4,335.71,Missing Credit,Compliant,Partial,7,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum."
515,Tagcat,LMNO9012Q,2020,Q1,515,Hallie Aldine,WXYZ67890P,INV-2021-000789,10/30/2020,8113.94,151.6,4/19/2021,2146.76,Credit Card,Photobug,1186232921,UTR250401000123,false,194J,9.7,809.04,215.48,95.03,494.55,Missing Credit,Needs Review,Ready,3,Fusce posuere felis sed lacus.
516,Yodel,ABCDE1234F,2021,Q3,516,Doro Myatt,WXYZ67890P,INV-2020-000123,4/14/2020,8431.13,748.71,10/11/2020,2777.74,Bank Transfer,Quinu,2864489190,UTR250401000123,true,194J,1.88,666.69,147.12,239.92,269.93,Matched,Compliant,Ready,5,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
517,Youspan,XYZW5678P,2021,Q1,517,Karissa Rennebeck,WXYZ67890P,INV-2020-000123,3/9/2021,5259.24,332.01,2/23/2020,8243.9,Cheque,Jaxbean,3411912186,UTR250402000456,true,194C,8.22,924.31,380.03,152.64,468.09,Matched,Needs Review,Ready,3,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
518,Einti,ABCDE1234F,2021,Q2,518,Ethelbert Tupie,LMNO90123Q,INV-2020-000456,8/1/2020,9389.95,972.56,1/30/2020,9590.66,Bank Transfer,Devify,9666722818,UTR250402000456,true,194J,8.42,325.01,488.91,383.93,-76.19,Missing Credit,Needs Review,Partial,3,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
519,Oyoba,XYZW5678P,2021,Q2,519,Bliss Grimsley,WXYZ67890P,INV-2020-000123,2/23/2021,5931.36,530.31,12/15/2020,2350.89,Cheque,Zoonoodle,8188360572,UTR250402000456,false,194IA,8.4,966.55,346.49,41.08,483.9,Section Mismatch,Escalated,Missing,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
520,Dazzlesphere,ABCDE1234F,2020,Q4,520,Cybill Wilds,ABCD12345E,INV-2021-000789,2/15/2021,2940.62,547.4,2/3/2021,7874.39,Credit Card,Eidel,4927659808,UTR250401000123,true,194C,3.63,334.6,73.88,39.57,210.0,Missing Credit,Needs Review,Partial,5,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
521,Gigazoom,XYZW5678P,2021,Q4,521,Mickie Garraway,WXYZ67890P,INV-2020-000123,2/22/2020,3193.3,923.6,11/7/2021,5520.4,Cheque,Realcube,1419231211,UTR250402000456,false,194IA,3.21,414.79,460.37,229.5,-239.73,Missing Credit,Compliant,Ready,8,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
522,Rhyzio,XYZW5678P,2020,Q4,522,Ginni Shoebridge,LMNO90123Q,INV-2020-000123,6/11/2020,6452.88,895.57,2/17/2020,4715.86,Cheque,Skinte,1882236935,UTR250401000123,true,194J,9.3,650.8,176.64,99.2,-115.14,Missing Credit,Escalated,Ready,2,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
523,Blogpad,LMNO9012Q,2021,Q2,523,Jacinda Castello,LMNO90123Q,INV-2020-000123,1/29/2021,3745.27,521.26,12/16/2020,2057.7,Cheque,Browsetype,3264342445,TXN250401000123,true,194IA,6.57,503.24,396.66,365.77,-305.34,Matched,Needs Review,Missing,7,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
524,Twitterbridge,ABCDE1234F,2020,Q4,524,Tabor Caldayrou,LMNO90123Q,INV-2020-000123,6/22/2021,5832.0,596.69,1/18/2021,5938.45,Bank Transfer,Wordpedia,6783205960,UTR250401000123,false,194IA,7.94,961.89,157.64,334.88,-288.22,Section Mismatch,Compliant,Partial,9,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
525,Tanoodle,LMNO9012Q,2021,Q3,525,Agatha Halworth,ABCD12345E,INV-2020-000123,2/19/2021,6812.31,610.66,12/5/2020,6615.58,Cheque,Skyndu,8672114239,UTR250401000123,false,194IA,2.17,376.07,290.51,495.19,-134.43,Section Mismatch,Compliant,Partial,9,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi."
526,Eazzy,XYZW5678P,2021,Q2,526,Elvira Angier,LMNO90123Q,INV-2021-000789,8/1/2020,8418.62,650.33,6/15/2021,6009.71,Bank Transfer,Youtags,6526772779,UTR250402000456,true,194C,8.71,915.49,15.5,62.27,-84.78,Missing Credit,Escalated,Missing,3,Vestibulum rutrum rutrum neque.
527,Youopia,XYZW5678P,2021,Q4,527,Raquel Stacey,WXYZ67890P,INV-2020-000123,2/5/2021,9419.31,906.26,11/7/2020,4566.68,Bank Transfer,Realbridge,2350593826,TXN250401000123,false,194J,6.4,990.29,39.28,58.68,-349.83,Missing Credit,Escalated,Missing,10,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
528,Teklist,LMNO9012Q,2021,Q1,528,Rowland Tooke,ABCD12345E,INV-2020-000456,5/18/2020,5864.89,757.75,8/9/2020,5790.74,Cheque,Yabox,6598368165,UTR250402000456,true,194J,7.06,487.54,387.68,248.11,-242.42,Missing Credit,Compliant,Ready,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl."
529,Gigazoom,LMNO9012Q,2021,Q3,529,Vance Gilardengo,WXYZ67890P,INV-2020-000123,5/3/2021,8959.61,899.91,4/2/2020,5777.62,Bank Transfer,Dabfeed,2819971424,UTR250401000123,true,194IA,5.07,158.34,383.31,241.67,-51.61,Matched,Escalated,Ready,4,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
530,Cogibox,LMNO9012Q,2021,Q4,530,William Elleton,LMNO90123Q,INV-2020-000456,9/20/2021,4490.05,477.84,2/27/2021,6627.12,Bank Transfer,Kwimbee,9470720366,UTR250401000123,true,194IA,9.61,864.39,112.11,304.81,455.48,Matched,Needs Review,Missing,1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
531,Meemm,LMNO9012Q,2020,Q2,531,Willy Farguhar,ABCD12345E,INV-2020-000456,11/18/2020,7938.28,968.63,11/30/2020,7805.19,Credit Card,Twimbo,4078463038,UTR250402000456,false,194IA,9.48,283.05,30.05,234.52,-431.44,Section Mismatch,Escalated,Partial,3,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
532,Dynabox,XYZW5678P,2020,Q3,532,Obediah Lynde,ABCD12345E,INV-2020-000456,4/27/2020,5921.6,365.23,2/28/2020,6387.77,Bank Transfer,Thoughtstorm,9205983160,UTR250401000123,true,194C,5.9,402.4,326.58,476.69,-336.85,Matched,Compliant,Missing,6,In quis justo. Maecenas rhoncus aliquam lacus.
533,Quatz,ABCDE1234F,2021,Q4,533,Yolande Mateiko,WXYZ67890P,INV-2020-000456,12/5/2020,4210.39,336.88,2/18/2021,4922.21,Credit Card,Voonder,9627447831,UTR250402000456,false,194C,2.58,482.99,32.63,116.94,402.79,Section Mismatch,Compliant,Ready,8,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum."
534,Camimbo,LMNO9012Q,2021,Q3,534,Scottie Dudny,LMNO90123Q,INV-2021-000789,10/31/2020,6870.23,424.81,7/9/2020,8272.22,Bank Transfer,Tazz,6802873353,UTR250401000123,false,194C,1.3,162.92,212.67,274.74,143.87,Section Mismatch,Compliant,Ready,1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl."
535,Bubblemix,ABCDE1234F,2021,Q3,535,Lise Caile,ABCD12345E,INV-2020-000456,2/7/2020,4686.71,864.33,3/29/2021,5971.87,Credit Card,Ntag,8697795666,UTR250402000456,false,194C,2.74,749.71,281.04,237.86,-16.67,Matched,Compliant,Missing,7,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
